    ID 	     time  	         popPred  	   indPred_mean*  	    indPred_mean  	  
     7 	  36.0000  	        6.3006   	        4.7173   	        4.6952   	  
     7 	  48.0000  	        5.1821   	        3.3542   	        3.3777   	  
     7 	  72.0000  	        3.5055   	        1.6957   	        1.7481   	  
     7 	  96.0000  	        2.3714   	        0.8573   	        0.9047   	  
     8 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
     8 	   2.0000  	       11.6019   	       12.1066   	       11.5775   	  
     8 	   3.0000  	       13.5928   	       14.1469   	       13.5335   	  
     8 	   6.0000  	       15.0123   	       15.4802   	       14.8277   	  
     8 	   9.0000  	       14.6109   	       14.9119   	       14.3033   	  
     8 	  12.0000  	       13.9620   	       14.0989   	       13.5430   	  
     8 	  24.0000  	       11.4909   	       11.1159   	       10.7401   	  
     8 	  36.0000  	        9.4510   	        8.7581   	        8.5115   	  
     8 	  48.0000  	        7.7732   	        6.9004   	        6.7454   	  
     8 	  72.0000  	        5.2583   	        4.2836   	        4.2365   	  
     8 	  96.0000  	        3.5570   	        2.6591   	        2.6607   	  
     8 	 120.0000  	        2.4062   	        1.6507   	        1.6711   	  
     9 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
     9 	   0.5000  	        2.4656   	        3.3105   	        3.3671   	  
     9 	   1.0000  	        4.2470   	        5.6974   	        5.7951   	  
     9 	   2.0000  	        6.4455   	        8.6296   	        8.7788   	  
     9 	   3.0000  	        7.5516   	       10.0878   	       10.2639   	  
     9 	   6.0000  	        8.3402   	       11.0537   	       11.2528   	  
     9 	   9.0000  	        8.1172   	       10.6640   	       10.8629   	  
     9 	  12.0000  	        7.7567   	       10.0984   	       10.2933   	  
     9 	  24.0000  	        6.3838   	        8.0122   	        8.1880   	  
     9 	  36.0000  	        5.2505   	        6.3528   	        6.5089   	  
     9 	  48.0000  	        4.3184   	        5.0370   	        5.1741   	  
     9 	  72.0000  	        2.9213   	        3.1666   	        3.2696   	  
     9 	  96.0000  	        1.9761   	        1.9907   	        2.0661   	  
     9 	 120.0000  	        1.3368   	        1.2515   	        1.3056   	  
    10 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    10 	  24.0000  	        8.9374   	        8.6209   	        8.8823   	  
    10 	  36.0000  	        7.3507   	        7.3730   	        7.5496   	  
    10 	  48.0000  	        6.0458   	        6.3057   	        6.4169   	  
    10 	  72.0000  	        4.0898   	        4.6123   	        4.6358   	  
    10 	  96.0000  	        2.7666   	        3.3737   	        3.3490   	  
    10 	 120.0000  	        1.8715   	        2.4677   	        2.4195   	  
    12 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    12 	   1.5000  	        9.0671   	        9.8155   	        9.6938   	  
    12 	   3.0000  	       12.3846   	       13.4015   	       13.2346   	  
    12 	   6.0000  	       13.6779   	       14.7867   	       14.6009   	  
    12 	  12.0000  	       12.7210   	       13.7223   	       13.5463   	  
    12 	  24.0000  	       10.4695   	       11.2432   	       11.0931   	  
    12 	  36.0000  	        8.6109   	        9.2060   	        9.0782   	  
    12 	  48.0000  	        7.0822   	        7.5380   	        7.4293   	  
    12 	  72.0000  	        4.7909   	        5.0538   	        4.9755   	  
    12 	  96.0000  	        3.2408   	        3.3883   	        3.3322   	  
    12 	 120.0000  	        2.1923   	        2.2716   	        2.2317   	  
    13 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    13 	   1.5000  	        8.3299   	        8.7670   	        8.5109   	  
    13 	   6.0000  	       12.5658   	       13.1840   	       12.8087   	  
    13 	   9.0000  	       12.2299   	       12.8001   	       12.4433   	  
    13 	  24.0000  	        9.6183   	        9.9391   	        9.6929   	  
    13 	  36.0000  	        7.9108   	        8.0914   	        7.9112   	  
    13 	  48.0000  	        6.5064   	        6.5873   	        6.4570   	  
    13 	  72.0000  	        4.4014   	        4.3658   	        4.3013   	  
    13 	  96.0000  	        2.9774   	        2.8935   	        2.8653   	  
    13 	 120.0000  	        2.0141   	        1.9177   	        1.9088   	  
    14 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    14 	   1.5000  	        8.3299   	        7.2863   	        7.3327   	  
    14 	   3.0000  	       11.3777   	        9.9313   	        9.9916   	  
    14 	   6.0000  	       12.5658   	       10.9131   	       10.9713   	  
    14 	   9.0000  	       12.2299   	       10.5616   	       10.6094   	  
    14 	  24.0000  	        9.6183   	        8.0666   	        8.0690   	  
    14 	  36.0000  	        7.9108   	        6.4805   	        6.4606   	  
    14 	  48.0000  	        6.5064   	        5.2064   	        5.1728   	  
    14 	  72.0000  	        4.4014   	        3.3603   	        3.3162   	  
    14 	  96.0000  	        2.9774   	        2.1688   	        2.1259   	  
    14 	 120.0000  	        2.0141   	        1.3998   	        1.3629   	  
    15 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    15 	   0.5000  	        2.4656   	        3.1595   	        3.0795   	  
    15 	   1.0000  	        4.2470   	        5.4299   	        5.2931   	  
    15 	   2.0000  	        6.4455   	        8.1987   	        7.9947   	  
    15 	   3.0000  	        7.5516   	        9.5501   	        9.3157   	  
    15 	   6.0000  	        8.3402   	       10.3348   	       10.0934   	  
    15 	   9.0000  	        8.1172   	        9.8328   	        9.6162   	  
    15 	  24.0000  	        6.3838   	        6.8723   	        6.7686   	  
    15 	  36.0000  	        5.2505   	        5.1418   	        5.0930   	  
    15 	  48.0000  	        4.3184   	        3.8471   	        3.8323   	  
    15 	  72.0000  	        2.9213   	        2.1536   	        2.1698   	  
    15 	  96.0000  	        1.9761   	        1.2056   	        1.2285   	  
    16 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    16 	   1.0000  	        4.8133   	        5.8370   	        5.8834   	  
    16 	   3.0000  	        8.5584   	       10.3887   	       10.4761   	  
    16 	   6.0000  	        9.4522   	       11.4942   	       11.6007   	  
    16 	   9.0000  	        9.1995   	       11.2092   	       11.3239   	  
    16 	  24.0000  	        7.2350   	        8.9074   	        9.0432   	  
    16 	  36.0000  	        5.9506   	        7.3873   	        7.5297   	  
    16 	  48.0000  	        4.8942   	        6.1266   	        6.2695   	  
    16 	  72.0000  	        3.3108   	        4.2139   	        4.3465   	  
    16 	  96.0000  	        2.2396   	        2.8983   	        3.0133   	  
    16 	 120.0000  	        1.5150   	        1.9935   	        2.0891   	  
    17 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    17 	  24.0000  	        7.4052   	        9.0672   	        9.4390   	  
    17 	  36.0000  	        6.0906   	        7.5969   	        7.8992   	  
    17 	  48.0000  	        5.0094   	        6.3650   	        6.6107   	  
    17 	  72.0000  	        3.3887   	        4.4682   	        4.6298   	  
    17 	  96.0000  	        2.2923   	        3.1366   	        3.2425   	  
    17 	 120.0000  	        1.5507   	        2.2019   	        2.2709   	  
    18 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    18 	  24.0000  	        9.9588   	        8.7475   	        8.3418   	  
    18 	  36.0000  	        8.1908   	        7.2313   	        6.9579   	  
    18 	  48.0000  	        6.7367   	        5.9779   	        5.8036   	  
    18 	  72.0000  	        4.5572   	        4.0852   	        4.0377   	  
    18 	  96.0000  	        3.0828   	        2.7917   	        2.8092   	  
    18 	 120.0000  	        2.0854   	        1.9078   	        1.9544   	  
    19 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    19 	  24.0000  	        9.5332   	        8.1291   	        7.9709   	  
    19 	  36.0000  	        7.8408   	        6.2612   	        6.1758   	  
    19 	  48.0000  	        6.4489   	        4.8225   	        4.7851   	  
    19 	  72.0000  	        4.3624   	        2.8608   	        2.8725   	  
    19 	  96.0000  	        2.9510   	        1.6971   	        1.7244   	  
    19 	 120.0000  	        1.9963   	        1.0068   	        1.0352   	  
    20 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    20 	  24.0000  	        8.1287   	        6.5313   	        6.3986   	  
    20 	  36.0000  	        6.6857   	        5.1925   	        5.0960   	  
    20 	  48.0000  	        5.4988   	        4.1282   	        4.0586   	  
    20 	  72.0000  	        3.7197   	        2.6092   	        2.5744   	  
    20 	  96.0000  	        2.5163   	        1.6492   	        1.6329   	  
    20 	 120.0000  	        1.7022   	        1.0424   	        1.0358   	  
    21 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    21 	  24.0000  	        7.5329   	        8.7539   	        8.9883   	  
    21 	  36.0000  	        6.1956   	        7.4261   	        7.6050   	  
    21 	  48.0000  	        5.0957   	        6.2997   	        6.4346   	  
    21 	  72.0000  	        3.4471   	        4.5335   	        4.6065   	  
    21 	  96.0000  	        2.3318   	        3.2625   	        3.2977   	  
    21 	 120.0000  	        1.5774   	        2.3478   	        2.3608   	  
    22 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    22 	  24.0000  	        7.9159   	        7.1360   	        6.9353   	  
    22 	  36.0000  	        6.5107   	        5.9461   	        5.8108   	  
    22 	  48.0000  	        5.3549   	        4.9546   	        4.8686   	  
    22 	  72.0000  	        3.6224   	        3.4400   	        3.4178   	  
    22 	  96.0000  	        2.4504   	        2.3884   	        2.3993   	  
    22 	 120.0000  	        1.6576   	        1.6583   	        1.6843   	  
    23 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    23 	  24.0000  	        7.4052   	        8.9643   	        9.0497   	  
    23 	  36.0000  	        6.0906   	        7.5066   	        7.4842   	  
    23 	  48.0000  	        5.0094   	        6.2859   	        6.1894   	  
    23 	  72.0000  	        3.3887   	        4.4078   	        4.2332   	  
    23 	  96.0000  	        2.2923   	        3.0908   	        2.8953   	  
    23 	 120.0000  	        1.5507   	        2.1673   	        1.9802   	  
    24 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    24 	  24.0000  	        9.3629   	        9.2258   	        9.3102   	  
    24 	  36.0000  	        7.7008   	        7.7372   	        7.8056   	  
    24 	  48.0000  	        6.3337   	        6.4888   	        6.5442   	  
    24 	  72.0000  	        4.2845   	        4.5638   	        4.5999   	  
    24 	  96.0000  	        2.8983   	        3.2098   	        3.2333   	  
    24 	 120.0000  	        1.9606   	        2.2576   	        2.2727   	  
    25 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    25 	  24.0000  	        9.7885   	        9.4742   	        9.2316   	  
    25 	  36.0000  	        8.0508   	        8.2225   	        8.0180   	  
    25 	  48.0000  	        6.6216   	        7.1361   	        6.9640   	  
    25 	  72.0000  	        4.4793   	        5.3749   	        5.2535   	  
    25 	  96.0000  	        3.0301   	        4.0484   	        3.9631   	  
    25 	 120.0000  	        2.0497   	        3.0493   	        2.9896   	  
    26 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    26 	  24.0000  	        9.5332   	       10.6223   	       10.7627   	  
    26 	  36.0000  	        7.8408   	        8.9433   	        9.0324   	  
    26 	  48.0000  	        6.4489   	        7.5296   	        7.5803   	  
    26 	  72.0000  	        4.3624   	        5.3374   	        5.3389   	  
    26 	  96.0000  	        2.9510   	        3.7834   	        3.7602   	  
    26 	 120.0000  	        1.9963   	        2.6818   	        2.6484   	  
    27 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    27 	  24.0000  	       10.2141   	       10.1367   	       10.2541   	  
    27 	  36.0000  	        8.4009   	        8.5543   	        8.6006   	  
    27 	  48.0000  	        6.9095   	        7.2188   	        7.2138   	  
    27 	  72.0000  	        4.6740   	        5.1408   	        5.0750   	  
    27 	  96.0000  	        3.1618   	        3.6610   	        3.5703   	  
    27 	 120.0000  	        2.1388   	        2.6072   	        2.5117   	  
    28 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    28 	  24.0000  	       10.2141   	       10.5293   	       10.5269   	  
    28 	  36.0000  	        8.4009   	        8.7853   	        8.7744   	  
    28 	  48.0000  	        6.9095   	        7.3302   	        7.3137   	  
    28 	  72.0000  	        4.6740   	        5.1030   	        5.0813   	  
    28 	  96.0000  	        3.1618   	        3.5526   	        3.5303   	  
    28 	 120.0000  	        2.1388   	        2.4732   	        2.4527   	  
    29 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    29 	  24.0000  	       10.2141   	        9.4443   	        9.8528   	  
    29 	  36.0000  	        8.4009   	        7.8717   	        8.1338   	  
    29 	  48.0000  	        6.9095   	        6.5609   	        6.7146   	  
    29 	  72.0000  	        4.6740   	        4.5578   	        4.5760   	  
    29 	  96.0000  	        3.1618   	        3.1663   	        3.1185   	  
    29 	 120.0000  	        2.1388   	        2.1996   	        2.1252   	  
    30 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    30 	  24.0000  	       13.0230   	        9.6648   	        9.3888   	  
    30 	  36.0000  	       10.7111   	        7.9312   	        7.7486   	  
    30 	  48.0000  	        8.8096   	        6.5085   	        6.3949   	  
    30 	  72.0000  	        5.9594   	        4.3830   	        4.3557   	  
    30 	  96.0000  	        4.0313   	        2.9516   	        2.9667   	  
    30 	 120.0000  	        2.7270   	        1.9876   	        2.0207   	  
    31 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    31 	  24.0000  	        8.9374   	        8.9700   	        8.8609   	  
    31 	  36.0000  	        7.3507   	        7.4575   	        7.3782   	  
    31 	  48.0000  	        6.0458   	        6.2000   	        6.1437   	  
    31 	  72.0000  	        4.0898   	        4.2853   	        4.2597   	  
    31 	  96.0000  	        2.7666   	        2.9620   	        2.9534   	  
    31 	 120.0000  	        1.8715   	        2.0473   	        2.0477   	  
    32 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    32 	  24.0000  	       10.6397   	        9.3343   	        9.5022   	  
    32 	  36.0000  	        8.7509   	        7.8250   	        7.9449   	  
    32 	  48.0000  	        7.1974   	        6.5597   	        6.6427   	  
    32 	  72.0000  	        4.8688   	        4.6099   	        4.6438   	  
    32 	  96.0000  	        3.2935   	        3.2396   	        3.2463   	  
    32 	 120.0000  	        2.2280   	        2.2767   	        2.2694   	  
    33 	   0.0000  	        0.0000   	        0.0000   	        0.0000   	  
    33 	  24.0000  	        7.9159   	        8.7199   	        8.6314   	  
    33 	  36.0000  	        6.5107   	        7.4212   	        7.3322   	  
    33 	  48.0000  	        5.3549   	        6.3160   	        6.2285   	  
    33 	  72.0000  	        3.6224   	        4.5748   	        4.4946   	  
    33 	  96.0000  	        2.4504   	        3.3137   	        3.2433   	  
    33 	 120.0000  	        1.6576   	        2.4002   	        2.3404   	  
