    ID 	     time  	         popPred  	   indPred_mean*  	    indPred_mean  	  
     1 	  42.5455  	        6.2928   	        3.5637   	        3.6168   	  
     1 	  43.4182  	        6.2040   	        3.4920   	        3.5458   	  
     1 	  44.2909  	        6.1164   	        3.4218   	        3.4763   	  
     1 	  45.1636  	        6.0301   	        3.3530   	        3.4081   	  
     1 	  46.0364  	        5.9450   	        3.2855   	        3.3413   	  
     1 	  46.9091  	        5.8611   	        3.2195   	        3.2758   	  
     1 	  47.7818  	        5.7784   	        3.1547   	        3.2115   	  
     1 	  48.6545  	        5.6968   	        3.0913   	        3.1486   	  
     1 	  49.5273  	        5.6164   	        3.0291   	        3.0868   	  
     1 	  50.4000  	        5.5372   	        2.9682   	        3.0263   	  
     1 	  51.2727  	        5.4590   	        2.9085   	        2.9669   	  
     1 	  52.1455  	        5.3820   	        2.8500   	        2.9088   	  
     1 	  53.0182  	        5.3060   	        2.7927   	        2.8517   	  
     1 	  53.8909  	        5.2312   	        2.7365   	        2.7958   	  
     1 	  54.7636  	        5.1573   	        2.6815   	        2.7410   	  
     1 	  55.6364  	        5.0845   	        2.6276   	        2.6872   	  
     1 	  56.5091  	        5.0128   	        2.5748   	        2.6345   	  
     1 	  57.3818  	        4.9420   	        2.5230   	        2.5829   	  
     1 	  58.2545  	        4.8723   	        2.4722   	        2.5322   	  
     1 	  59.1273  	        4.8035   	        2.4225   	        2.4825   	  
     1 	  60.0000  	        4.7357   	        2.3738   	        2.4339   	  
     1 	  60.8727  	        4.6689   	        2.3261   	        2.3861   	  
     1 	  61.7455  	        4.6030   	        2.2793   	        2.3393   	  
     1 	  62.6182  	        4.5380   	        2.2335   	        2.2935   	  
     1 	  63.4909  	        4.4740   	        2.1885   	        2.2485   	  
     1 	  64.3636  	        4.4108   	        2.1445   	        2.2044   	  
     1 	  65.2364  	        4.3486   	        2.1014   	        2.1612   	  
     1 	  66.1091  	        4.2872   	        2.0591   	        2.1188   	  
     1 	  66.9818  	        4.2267   	        2.0177   	        2.0772   	  
     1 	  67.8545  	        4.1671   	        1.9772   	        2.0365   	  
     1 	  68.7273  	        4.1083   	        1.9374   	        1.9966   	  
     1 	  69.6000  	        4.0503   	        1.8984   	        1.9574   	  
     1 	  70.4727  	        3.9931   	        1.8603   	        1.9190   	  
     1 	  71.3455  	        3.9368   	        1.8229   	        1.8814   	  
     1 	  72.2182  	        3.8812   	        1.7862   	        1.8445   	  
     1 	  73.0909  	        3.8264   	        1.7503   	        1.8083   	  
     1 	  73.9636  	        3.7724   	        1.7151   	        1.7729   	  
     1 	  74.8364  	        3.7192   	        1.6806   	        1.7381   	  
     1 	  75.7091  	        3.6667   	        1.6468   	        1.7040   	  
     1 	  76.5818  	        3.6149   	        1.6137   	        1.6706   	  
     1 	  77.4545  	        3.5639   	        1.5812   	        1.6378   	  
     1 	  78.3273  	        3.5136   	        1.5494   	        1.6057   	  
     1 	  79.2000  	        3.4640   	        1.5183   	        1.5742   	  
     2 	 -12.0000  	        0.0000   	        0.0000   	        0.0000   	  
     2 	 -10.5455  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -9.0909  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -7.6364  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -6.1818  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -4.7273  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -3.2727  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -1.8182  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -0.3636  	        0.0000   	        0.0000   	        0.0000   	  
     2 	   1.0909  	        6.0169   	        5.9906   	        6.0064   	  
     2 	   2.5455  	        9.5258   	        9.5051   	        9.5293   	  
     2 	   4.0000  	       10.7675   	       10.7720   	       10.7982   	  
     2 	   5.4545  	       11.1032   	       11.1399   	       11.1655   	  
     2 	   6.9091  	       11.0791   	       11.1497   	       11.1738   	  
     2 	   8.3636  	       10.9144   	       11.0187   	       11.0409   	  
     2 	   9.8182  	       10.6968   	       10.8338   	       10.8541   	  
     2 	  11.2727  	       10.4617   	       10.6301   	       10.6484   	  
     2 	  12.7273  	       10.2229   	       10.4213   	       10.4378   	  
     2 	  14.1818  	        9.9860   	       10.2132   	       10.2278   	  
     2 	  15.6364  	        9.7532   	       10.0078   	       10.0206   	  
     2 	  17.0909  	        9.5253   	        9.8059   	        9.8170   	  
     2 	  18.5455  	        9.3024   	        9.6079   	        9.6174   	  
     2 	  20.0000  	        9.0847   	        9.4138   	        9.4217   	  
     2 	  21.4545  	        8.8720   	        9.2236   	        9.2300   	  
     2 	  22.9091  	        8.6643   	        9.0372   	        9.0421   	  
     2 	  24.3636  	        8.4615   	        8.8546   	        8.8581   	  
     2 	  25.8182  	        8.2634   	        8.6756   	        8.6778   	  
     2 	  27.2727  	        8.0700   	        8.5003   	        8.5012   	  
     2 	  28.7273  	        7.8810   	        8.3285   	        8.3281   	  
     2 	  30.1818  	        7.6965   	        8.1602   	        8.1586   	  
     2 	  31.6364  	        7.5163   	        7.9953   	        7.9926   	  
     2 	  33.0909  	        7.3404   	        7.8337   	        7.8299   	  
     2 	  34.5455  	        7.1685   	        7.6754   	        7.6705   	  
     2 	  36.0000  	        7.0007   	        7.5203   	        7.5144   	  
     2 	  37.4545  	        6.8368   	        7.3683   	        7.3615   	  
     2 	  38.9091  	        6.6768   	        7.2194   	        7.2116   	  
     2 	  40.3636  	        6.5205   	        7.0735   	        7.0648   	  
     2 	  41.8182  	        6.3678   	        6.9306   	        6.9210   	  
     2 	  43.2727  	        6.2187   	        6.7905   	        6.7802   	  
     2 	  44.7273  	        6.0731   	        6.6533   	        6.6422   	  
     2 	  46.1818  	        5.9310   	        6.5188   	        6.5070   	  
     2 	  47.6364  	        5.7921   	        6.3871   	        6.3745   	  
     2 	  49.0909  	        5.6565   	        6.2580   	        6.2448   	  
     2 	  50.5455  	        5.5241   	        6.1316   	        6.1177   	  
     2 	  52.0000  	        5.3948   	        6.0077   	        5.9932   	  
     2 	  53.4545  	        5.2685   	        5.8862   	        5.8712   	  
     2 	  54.9091  	        5.1451   	        5.7673   	        5.7517   	  
     2 	  56.3636  	        5.0247   	        5.6507   	        5.6346   	  
     2 	  57.8182  	        4.9070   	        5.5365   	        5.5199   	  
     2 	  59.2727  	        4.7922   	        5.4247   	        5.4076   	  
     2 	  60.7273  	        4.6800   	        5.3150   	        5.2975   	  
     2 	  62.1818  	        4.5704   	        5.2076   	        5.1897   	  
     2 	  63.6364  	        4.4634   	        5.1024   	        5.0841   	  
     2 	  65.0909  	        4.3589   	        4.9993   	        4.9806   	  
     2 	  66.5455  	        4.2569   	        4.8982   	        4.8792   	  
     2 	  68.0000  	        4.1572   	        4.7992   	        4.7799   	  
     2 	  69.4545  	        4.0599   	        4.7023   	        4.6826   	  
     2 	  70.9091  	        3.9648   	        4.6072   	        4.5873   	  
     2 	  72.3636  	        3.8720   	        4.5141   	        4.4939   	  
     2 	  73.8182  	        3.7814   	        4.4229   	        4.4025   	  
     2 	  75.2727  	        3.6928   	        4.3335   	        4.3129   	  
     2 	  76.7273  	        3.6064   	        4.2459   	        4.2251   	  
     2 	  78.1818  	        3.5220   	        4.1601   	        4.1391   	  
     2 	  79.6364  	        3.4395   	        4.0761   	        4.0549   	  
     2 	  81.0909  	        3.3590   	        3.9937   	        3.9723   	  
     2 	  82.5455  	        3.2803   	        3.9130   	        3.8915   	  
     2 	  84.0000  	        3.2035   	        3.8339   	        3.8123   	  
     2 	  85.4545  	        3.1285   	        3.7564   	        3.7347   	  
     2 	  86.9091  	        3.0553   	        3.6805   	        3.6587   	  
     2 	  88.3636  	        2.9838   	        3.6061   	        3.5842   	  
     2 	  89.8182  	        2.9139   	        3.5333   	        3.5112   	  
     2 	  91.2727  	        2.8457   	        3.4619   	        3.4398   	  
     2 	  92.7273  	        2.7791   	        3.3919   	        3.3698   	  
     2 	  94.1818  	        2.7140   	        3.3234   	        3.3012   	  
     2 	  95.6364  	        2.6505   	        3.2562   	        3.2340   	  
     2 	  97.0909  	        2.5884   	        3.1904   	        3.1682   	  
     2 	  98.5455  	        2.5278   	        3.1259   	        3.1037   	  
     2 	 100.0000  	        2.4687   	        3.0627   	        3.0405   	  
     2 	 101.4545  	        2.4109   	        3.0008   	        2.9786   	  
     2 	 102.9091  	        2.3544   	        2.9402   	        2.9180   	  
     2 	 104.3636  	        2.2993   	        2.8808   	        2.8586   	  
     2 	 105.8182  	        2.2455   	        2.8226   	        2.8004   	  
     2 	 107.2727  	        2.1929   	        2.7655   	        2.7434   	  
     2 	 108.7273  	        2.1416   	        2.7096   	        2.6876   	  
     2 	 110.1818  	        2.0914   	        2.6549   	        2.6329   	  
     2 	 111.6364  	        2.0425   	        2.6012   	        2.5793   	  
     2 	 113.0909  	        1.9947   	        2.5487   	        2.5268   	  
     2 	 114.5455  	        1.9480   	        2.4972   	        2.4754   	  
     2 	 116.0000  	        1.9023   	        2.4467   	        2.4250   	  
     2 	 117.4545  	        1.8578   	        2.3972   	        2.3756   	  
     2 	 118.9091  	        1.8143   	        2.3488   	        2.3273   	  
     2 	 120.3636  	        1.7718   	        2.3013   	        2.2799   	  
     2 	 121.8182  	        1.7304   	        2.2548   	        2.2335   	  
     2 	 123.2727  	        1.6899   	        2.2093   	        2.1880   	  
     2 	 124.7273  	        1.6503   	        2.1646   	        2.1435   	  
     2 	 126.1818  	        1.6117   	        2.1209   	        2.0999   	  
     2 	 127.6364  	        1.5739   	        2.0780   	        2.0571   	  
     2 	 129.0909  	        1.5371   	        2.0360   	        2.0153   	  
     2 	 130.5455  	        1.5011   	        1.9949   	        1.9742   	  
     2 	 132.0000  	        1.4660   	        1.9546   	        1.9341   	  
     3 	 -12.0000  	        0.0000   	        0.0000   	        0.0000   	  
     3 	 -10.5455  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -9.0909  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -7.6364  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -6.1818  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -4.7273  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -3.2727  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -1.8182  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -0.3636  	        0.0000   	        0.0000   	        0.0000   	  
     3 	   1.0909  	        6.0169   	        5.7986   	        5.8116   	  
     3 	   2.5455  	        9.5258   	        9.1835   	        9.2052   	  
     3 	   4.0000  	       10.7675   	       10.3850   	       10.4108   	  
     3 	   5.4545  	       11.1032   	       10.7139   	       10.7419   	  
     3 	   6.9091  	       11.0791   	       10.6961   	       10.7256   	  
     3 	   8.3636  	       10.9144   	       10.5427   	       10.5733   	  
     3 	   9.8182  	       10.6968   	       10.3381   	       10.3696   	  
     3 	  11.2727  	       10.4617   	       10.1162   	       10.1487   	  
     3 	  12.7273  	       10.2229   	        9.8907   	        9.9239   	  
     3 	  14.1818  	        9.9860   	        9.6668   	        9.7007   	  
     3 	  15.6364  	        9.7532   	        9.4465   	        9.4812   	  
     3 	  17.0909  	        9.5253   	        9.2308   	        9.2661   	  
     3 	  18.5455  	        9.3024   	        9.0198   	        9.0556   	  
     3 	  20.0000  	        9.0847   	        8.8135   	        8.8499   	  
     3 	  21.4545  	        8.8720   	        8.6118   	        8.6487   	  
     3 	  22.9091  	        8.6643   	        8.4148   	        8.4522   	  
     3 	  24.3636  	        8.4615   	        8.2223   	        8.2601   	  
     3 	  25.8182  	        8.2634   	        8.0342   	        8.0723   	  
     3 	  27.2727  	        8.0700   	        7.8504   	        7.8888   	  
     3 	  28.7273  	        7.8810   	        7.6708   	        7.7095   	  
     3 	  30.1818  	        7.6965   	        7.4953   	        7.5343   	  
     3 	  31.6364  	        7.5163   	        7.3238   	        7.3631   	  
     3 	  33.0909  	        7.3404   	        7.1562   	        7.1957   	  
     3 	  34.5455  	        7.1685   	        6.9925   	        7.0322   	  
     3 	  36.0000  	        7.0007   	        6.8325   	        6.8723   	  
     3 	  37.4545  	        6.8368   	        6.6762   	        6.7161   	  
     3 	  38.9091  	        6.6768   	        6.5235   	        6.5635   	  
     3 	  40.3636  	        6.5205   	        6.3742   	        6.4143   	  
     3 	  41.8182  	        6.3678   	        6.2284   	        6.2685   	  
     3 	  43.2727  	        6.2187   	        6.0859   	        6.1260   	  
     3 	  44.7273  	        6.0731   	        5.9466   	        5.9868   	  
     3 	  46.1818  	        5.9310   	        5.8106   	        5.8507   	  
     3 	  47.6364  	        5.7921   	        5.6776   	        5.7177   	  
     3 	  49.0909  	        5.6565   	        5.5477   	        5.5878   	  
     3 	  50.5455  	        5.5241   	        5.4208   	        5.4608   	  
     3 	  52.0000  	        5.3948   	        5.2968   	        5.3367   	  
     3 	  53.4545  	        5.2685   	        5.1756   	        5.2154   	  
     3 	  54.9091  	        5.1451   	        5.0572   	        5.0968   	  
     3 	  56.3636  	        5.0247   	        4.9415   	        4.9810   	  
     3 	  57.8182  	        4.9070   	        4.8284   	        4.8678   	  
     3 	  59.2727  	        4.7922   	        4.7180   	        4.7571   	  
     3 	  60.7273  	        4.6800   	        4.6100   	        4.6490   	  
     3 	  62.1818  	        4.5704   	        4.5046   	        4.5433   	  
     3 	  63.6364  	        4.4634   	        4.4015   	        4.4401   	  
     3 	  65.0909  	        4.3589   	        4.3008   	        4.3391   	  
     3 	  66.5455  	        4.2569   	        4.2024   	        4.2405   	  
     3 	  68.0000  	        4.1572   	        4.1063   	        4.1441   	  
     3 	  69.4545  	        4.0599   	        4.0123   	        4.0499   	  
     3 	  70.9091  	        3.9648   	        3.9205   	        3.9579   	  
     3 	  72.3636  	        3.8720   	        3.8308   	        3.8679   	  
     3 	  73.8182  	        3.7814   	        3.7432   	        3.7800   	  
     3 	  75.2727  	        3.6928   	        3.6575   	        3.6941   	  
     3 	  76.7273  	        3.6064   	        3.5739   	        3.6101   	  
     3 	  78.1818  	        3.5220   	        3.4921   	        3.5281   	  
     3 	  79.6364  	        3.4395   	        3.4122   	        3.4479   	  
     3 	  81.0909  	        3.3590   	        3.3341   	        3.3695   	  
     3 	  82.5455  	        3.2803   	        3.2578   	        3.2929   	  
     3 	  84.0000  	        3.2035   	        3.1833   	        3.2181   	  
     3 	  85.4545  	        3.1285   	        3.1105   	        3.1450   	  
     3 	  86.9091  	        3.0553   	        3.0393   	        3.0735   	  
     3 	  88.3636  	        2.9838   	        2.9698   	        3.0036   	  
     3 	  89.8182  	        2.9139   	        2.9018   	        2.9353   	  
     3 	  91.2727  	        2.8457   	        2.8354   	        2.8686   	  
     3 	  92.7273  	        2.7791   	        2.7706   	        2.8034   	  
     3 	  94.1818  	        2.7140   	        2.7072   	        2.7397   	  
     3 	  95.6364  	        2.6505   	        2.6452   	        2.6774   	  
     3 	  97.0909  	        2.5884   	        2.5847   	        2.6166   	  
     3 	  98.5455  	        2.5278   	        2.5256   	        2.5571   	  
     3 	 100.0000  	        2.4687   	        2.4678   	        2.4990   	  
     3 	 101.4545  	        2.4109   	        2.4113   	        2.4422   	  
     3 	 102.9091  	        2.3544   	        2.3562   	        2.3867   	  
     3 	 104.3636  	        2.2993   	        2.3023   	        2.3324   	  
     3 	 105.8182  	        2.2455   	        2.2496   	        2.2794   	  
     3 	 107.2727  	        2.1929   	        2.1981   	        2.2276   	  
     3 	 108.7273  	        2.1416   	        2.1478   	        2.1770   	  
     3 	 110.1818  	        2.0914   	        2.0987   	        2.1275   	  
     3 	 111.6364  	        2.0425   	        2.0507   	        2.0791   	  
     3 	 113.0909  	        1.9947   	        2.0038   	        2.0319   	  
     3 	 114.5455  	        1.9480   	        1.9579   	        1.9857   	  
     3 	 116.0000  	        1.9023   	        1.9131   	        1.9406   	  
     3 	 117.4545  	        1.8578   	        1.8694   	        1.8965   	  
     3 	 118.9091  	        1.8143   	        1.8266   	        1.8534   	  
     3 	 120.3636  	        1.7718   	        1.7848   	        1.8112   	  
     3 	 121.8182  	        1.7304   	        1.7440   	        1.7701   	  
     3 	 123.2727  	        1.6899   	        1.7041   	        1.7298   	  
     3 	 124.7273  	        1.6503   	        1.6651   	        1.6905   	  
     3 	 126.1818  	        1.6117   	        1.6270   	        1.6521   	  
     3 	 127.6364  	        1.5739   	        1.5898   	        1.6145   	  
     3 	 129.0909  	        1.5371   	        1.5534   	        1.5778   	  
     3 	 130.5455  	        1.5011   	        1.5178   	        1.5420   	  
     3 	 132.0000  	        1.4660   	        1.4831   	        1.5069   	  
     4 	 -12.0000  	        0.0000   	        0.0000   	        0.0000   	  
     4 	 -10.5455  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -9.0909  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -7.6364  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -6.1818  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -4.7273  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -3.2727  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -1.8182  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -0.3636  	        0.0000   	        0.0000   	        0.0000   	  
     4 	   1.0909  	        7.2203   	        6.9234   	        7.0784   	  
     4 	   2.5455  	       11.4310   	       10.9891   	       11.2357   	  
     4 	   4.0000  	       12.9210   	       12.4590   	       12.7393   	  
     4 	   5.4545  	       13.3238   	       12.8904   	       13.1811   	  
     4 	   6.9091  	       13.2949   	       12.9082   	       13.2000   	  
     4 	   8.3636  	       13.0972   	       12.7630   	       13.0523   	  
     4 	   9.8182  	       12.8362   	       12.5554   	       12.8408   	  
     4 	  11.2727  	       12.5540   	       12.3258   	       12.6067   	  
     4 	  12.7273  	       12.2674   	       12.0901   	       12.3664   	  
     4 	  14.1818  	       11.9832   	       11.8549   	       12.1266   	  
     4 	  15.6364  	       11.7038   	       11.6226   	       11.8897   	  
     4 	  17.0909  	       11.4303   	       11.3942   	       11.6567   	  
     4 	  18.5455  	       11.1629   	       11.1700   	       11.4281   	  
     4 	  20.0000  	       10.9016   	       10.9501   	       11.2038   	  
     4 	  21.4545  	       10.6464   	       10.7345   	       10.9839   	  
     4 	  22.9091  	       10.3972   	       10.5232   	       10.7683   	  
     4 	  24.3636  	       10.1538   	       10.3160   	       10.5570   	  
     4 	  25.8182  	        9.9161   	       10.1129   	       10.3497   	  
     4 	  27.2727  	        9.6840   	        9.9137   	       10.1466   	  
     4 	  28.7273  	        9.4572   	        9.7185   	        9.9474   	  
     4 	  30.1818  	        9.2358   	        9.5272   	        9.7521   	  
     4 	  31.6364  	        9.0196   	        9.3396   	        9.5607   	  
     4 	  33.0909  	        8.8085   	        9.1557   	        9.3730   	  
     4 	  34.5455  	        8.6022   	        8.9754   	        9.1890   	  
     4 	  36.0000  	        8.4009   	        8.7987   	        9.0086   	  
     4 	  37.4545  	        8.2042   	        8.6254   	        8.8318   	  
     4 	  38.9091  	        8.0121   	        8.4556   	        8.6584   	  
     4 	  40.3636  	        7.8245   	        8.2891   	        8.4885   	  
     4 	  41.8182  	        7.6414   	        8.1259   	        8.3218   	  
     4 	  43.2727  	        7.4625   	        7.9659   	        8.1585   	  
     4 	  44.7273  	        7.2878   	        7.8090   	        7.9983   	  
     4 	  46.1818  	        7.1171   	        7.6553   	        7.8413   	  
     4 	  47.6364  	        6.9505   	        7.5045   	        7.6874   	  
     4 	  49.0909  	        6.7878   	        7.3568   	        7.5365   	  
     4 	  50.5455  	        6.6289   	        7.2119   	        7.3886   	  
     4 	  52.0000  	        6.4737   	        7.0699   	        7.2435   	  
     4 	  53.4545  	        6.3222   	        6.9307   	        7.1013   	  
     4 	  54.9091  	        6.1741   	        6.7942   	        6.9619   	  
     4 	  56.3636  	        6.0296   	        6.6604   	        6.8253   	  
     4 	  57.8182  	        5.8884   	        6.5293   	        6.6913   	  
     4 	  59.2727  	        5.7506   	        6.4007   	        6.5599   	  
     4 	  60.7273  	        5.6160   	        6.2747   	        6.4312   	  
     4 	  62.1818  	        5.4845   	        6.1511   	        6.3049   	  
     4 	  63.6364  	        5.3561   	        6.0300   	        6.1812   	  
     4 	  65.0909  	        5.2307   	        5.9113   	        6.0598   	  
     4 	  66.5455  	        5.1082   	        5.7949   	        5.9409   	  
     4 	  68.0000  	        4.9886   	        5.6808   	        5.8243   	  
     4 	  69.4545  	        4.8719   	        5.5689   	        5.7099   	  
     4 	  70.9091  	        4.7578   	        5.4593   	        5.5978   	  
     4 	  72.3636  	        4.6464   	        5.3518   	        5.4880   	  
     4 	  73.8182  	        4.5376   	        5.2464   	        5.3802   	  
     4 	  75.2727  	        4.4314   	        5.1431   	        5.2746   	  
     4 	  76.7273  	        4.3277   	        5.0418   	        5.1711   	  
     4 	  78.1818  	        4.2263   	        4.9426   	        5.0696   	  
     4 	  79.6364  	        4.1274   	        4.8452   	        4.9700   	  
     4 	  81.0909  	        4.0308   	        4.7498   	        4.8725   	  
     4 	  82.5455  	        3.9364   	        4.6563   	        4.7768   	  
     4 	  84.0000  	        3.8443   	        4.5646   	        4.6831   	  
     4 	  85.4545  	        3.7543   	        4.4747   	        4.5911   	  
     4 	  86.9091  	        3.6664   	        4.3866   	        4.5010   	  
     4 	  88.3636  	        3.5805   	        4.3003   	        4.4127   	  
     4 	  89.8182  	        3.4967   	        4.2156   	        4.3260   	  
     4 	  91.2727  	        3.4148   	        4.1326   	        4.2411   	  
     4 	  92.7273  	        3.3349   	        4.0512   	        4.1579   	  
     4 	  94.1818  	        3.2568   	        3.9714   	        4.0762   	  
     4 	  95.6364  	        3.1806   	        3.8932   	        3.9962   	  
     4 	  97.0909  	        3.1061   	        3.8166   	        3.9178   	  
     4 	  98.5455  	        3.0334   	        3.7414   	        3.8409   	  
     4 	 100.0000  	        2.9624   	        3.6678   	        3.7655   	  
     4 	 101.4545  	        2.8930   	        3.5955   	        3.6916   	  
     4 	 102.9091  	        2.8253   	        3.5247   	        3.6191   	  
     4 	 104.3636  	        2.7592   	        3.4553   	        3.5481   	  
     4 	 105.8182  	        2.6946   	        3.3873   	        3.4784   	  
     4 	 107.2727  	        2.6315   	        3.3206   	        3.4101   	  
     4 	 108.7273  	        2.5699   	        3.2552   	        3.3432   	  
     4 	 110.1818  	        2.5097   	        3.1911   	        3.2776   	  
     4 	 111.6364  	        2.4510   	        3.1283   	        3.2132   	  
     4 	 113.0909  	        2.3936   	        3.0667   	        3.1501   	  
     4 	 114.5455  	        2.3375   	        3.0063   	        3.0883   	  
     4 	 116.0000  	        2.2828   	        2.9471   	        3.0277   	  
     4 	 117.4545  	        2.2294   	        2.8891   	        2.9683   	  
     4 	 118.9091  	        2.1772   	        2.8322   	        2.9100   	  
     4 	 120.3636  	        2.1262   	        2.7764   	        2.8529   	  
     4 	 121.8182  	        2.0764   	        2.7218   	        2.7969   	  
     4 	 123.2727  	        2.0278   	        2.6682   	        2.7420   	  
     4 	 124.7273  	        1.9804   	        2.6156   	        2.6881   	  
     4 	 126.1818  	        1.9340   	        2.5641   	        2.6354   	  
     4 	 127.6364  	        1.8887   	        2.5136   	        2.5836   	  
     4 	 129.0909  	        1.8445   	        2.4641   	        2.5329   	  
     4 	 130.5455  	        1.8013   	        2.4156   	        2.4832   	  
     4 	 132.0000  	        1.7591   	        2.3681   	        2.4345   	  
     5 	 -12.0000  	        0.0000   	        0.0000   	        0.0000   	  
     5 	 -10.5455  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -9.0909  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -7.6364  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -6.1818  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -4.7273  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -3.2727  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -1.8182  	        0.0000   	        0.0000   	        0.0000   	  
